Question ID,Answer,Latency
2,B,4.9868
5,A,3.6421
7,A,3.0545
9,D,3.4672
14,A,3.206
15,A,3.981
16,D,5.9871
17,A,3.6138
18,B,2.8465
19,A,3.4948
20,D,3.299
22,C,3.7862
27,A,3.119
28,C,3.304
30,C,4.2715
31,D,4.488
32,C,3.8097
35,D,3.7741
39,B,3.8729
41,B,4.6601
44,D,4.5947
45,D,3.1025
48,D,4.7206
50,B,2.5508
52,B,2.9999
56,B,3.157
57,B,4.1551
58,B,4.9007
59,B,3.2502
60,D,3.4115
61,B,3.8902
63,A,3.713
65,B,4.7739
69,A,4.1359
70,A,2.9675
72,B,3.7301
76,A,3.5586
78,D,3.3807
80,D,3.5198
81,A,2.7396
83,B,5.6325
84,B,4.0436
86,A,4.5224
87,A,4.7254
88,C,3.4441
89,A,4.2713
91,A,4.0237
93,C,4.4475
95,A,3.2585
97,B,3.1094
98,D,3.3128
99,B,4.4185
100,D,3.3139
101,C,3.2334
107,D,3.3952
108,C,4.5299
109,C,5.017
111,A,3.1495
114,C,4.7416
116,D,5.0441
117,C,5.8824
118,D,3.4248
119,A,4.374
120,A,4.6541
121,C,3.7138
123,B,4.6504
124,D,4.1344
127,B,3.4756
128,B,4.4327
131,B,4.9187
132,B,4.5224
134,A,4.08
138,C,4.0381
139,D,3.7385
142,D,2.9972
145,D,3.236
149,C,4.5999
151,B,4.6937
152,B,5.3803
153,A,4.9515
155,A,4.0146
156,A,4.1898
159,A,3.0474
160,B,4.4837
162,C,2.7713
164,D,4.8384
165,D,4.3292
172,A,3.4213
175,A,3.1817
176,A,4.8408
177,C,3.4349
178,B,3.2255
183,A,4.0505
185,D,3.7357
186,A,3.0927
188,D,2.8869
192,C,5.2943
194,C,3.1663
195,C,3.5377
196,A,4.1561
197,C,3.4756
204,C,3.2081
205,A,3.0316
206,A,3.688
207,A,3.9922
209,B,4.6118
213,B,2.8179
214,A,3.3532
215,D,2.8064
217,D,5.2966
230,C,3.4348
231,C,4.8438
233,B,3.063
235,D,3.8794
236,B,3.996
238,C,3.3609
240,D,3.7145
242,C,4.8972
244,C,3.351
246,A,2.8338
247,C,3.6573
248,A,3.6409
251,C,4.3324
254,B,4.8633
255,A,4.0063
256,A,2.8475
258,A,6.8186
259,B,3.2132
260,D,3.5977
261,C,3.2886
262,C,3.5119
265,C,3.4706
266,D,3.5264
267,B,3.679
270,B,4.5602
272,A,4.3152
273,A,3.082
274,B,3.1656
275,B,4.1886
276,C,3.3033
277,A,3.7503
282,B,3.9591
283,D,3.0246
284,B,14.5991
285,C,3.9877
289,C,3.1396
298,B,4.3313
299,B,3.1541
305,D,2.9256
307,D,3.0881
308,A,3.0729
310,B,4.4934
311,D,3.457
312,A,3.6488
313,A,3.739
314,C,3.1476
315,A,2.9743
317,C,3.4222
319,B,3.7734
322,B,2.8741
323,B,4.1155
324,C,3.7273
325,D,4.2467
329,A,3.1088
332,C,4.2935
336,C,3.6156
344,B,3.2167
345,D,4.0969
346,D,3.5337
350,B,5.3558
352,C,3.7124
353,C,3.2673
354,B,3.9551
359,B,4.2522
362,B,4.2453
363,B,4.3893
364,C,4.3955
365,A,7.2015
367,D,4.175
370,B,2.9122
371,A,4.8343
372,C,5.0604
373,A,3.3989
374,C,3.1549
375,B,2.9032
376,B,5.1901
380,A,3.6512
381,A,3.1467
382,B,6.797
383,D,4.5806
390,D,3.8139
391,B,2.9301
392,B,3.2951
393,B,3.6855
395,A,2.7374
396,D,3.7797
404,C,5.2026
405,B,2.999
406,B,3.3771
409,B,3.4049
412,D,4.995
416,C,3.2216
417,A,4.0191
419,D,3.5608
420,B,3.5585
423,C,3.0219
426,C,4.7621
430,D,2.8038
431,B,3.5213
432,C,4.2727
433,D,3.6463
434,D,3.5351
435,B,3.3688
437,C,3.599
439,A,2.7099
446,C,3.2531
448,B,5.0719
450,A,4.5909
456,A,4.7834
457,C,3.2134
459,C,3.5357
461,A,2.8022
462,C,2.6449
463,D,4.2369
464,C,3.7191
470,D,5.1222
471,C,3.7165
476,A,4.6665
480,D,4.298
482,B,4.3134
483,C,3.5733
488,A,3.012
490,A,3.1351
491,C,4.3264
494,D,3.743
496,D,4.6622
497,C,3.467
499,A,4.2811
500,B,4.3334
501,D,4.2515
502,C,5.4084
503,C,4.1352
508,A,3.556
509,D,5.3203
513,A,3.3141
514,A,2.9901
520,B,3.7463
521,A,3.3202
522,A,5.0065
527,C,3.2916
529,A,4.6585
531,A,3.4923
533,B,3.7991
536,C,3.463
537,C,3.2362
538,D,3.8963
541,D,3.1843
542,B,4.013
544,D,4.9952
546,C,3.6104
547,D,3.8635
548,C,3.6798
553,B,3.3634
554,C,2.8306
555,A,3.0851
558,D,4.4253
560,B,3.211
561,C,4.5353
562,C,3.7466
563,B,4.0375
564,A,5.1486
567,D,4.0465
568,B,3.533
569,C,3.0801
571,A,3.2303
575,D,4.1433
580,A,2.9267
581,A,5.4486
582,C,3.5553
584,C,3.2891
585,C,4.0434
587,B,2.8949
589,B,5.0397
590,B,5.715
591,D,3.6603
592,B,4.0128
593,C,3.6889
597,B,4.5437
599,C,3.7461
600,C,3.1999
601,A,4.5114
602,C,3.8678
605,B,4.022
606,A,5.0214
607,A,4.3142
608,A,4.9147
610,B,3.7005
615,A,3.2121
617,B,3.5593
618,D,4.0058
620,A,3.687
621,B,3.7953
622,D,3.3697
623,A,4.607
624,A,4.6282
627,A,3.5802
628,D,4.4691
629,C,3.8359
631,C,4.7972
634,B,3.0389
635,B,3.0306
636,C,3.0044
637,D,3.2047
638,A,3.4822
639,C,2.6892
641,B,3.5779
646,B,3.14
647,A,2.8332
650,C,3.9791
651,D,4.3887
652,B,3.5499
653,A,2.9566
658,A,3.3846
660,D,3.0865
662,A,3.0984
664,B,4.0142
668,B,2.987
671,C,5.681
674,A,3.7554
677,C,4.3917
678,D,3.8735
679,B,5.456
681,D,2.7566
683,C,4.2834
687,D,4.3286
688,D,4.3163
689,B,3.8191
690,D,5.1048
691,A,3.5105
692,B,3.1054
693,B,3.3439
694,B,2.9638
696,C,3.1136
698,A,3.741
699,A,3.2751
703,D,4.3335
704,B,3.5906
712,C,2.946
715,A,3.1492
716,A,5.0253
720,A,4.89
721,B,3.4366
723,A,3.1967
727,B,5.496
728,B,2.7374
730,A,2.9623
731,C,2.8009
732,C,4.5349
734,B,3.4943
735,B,3.7858
738,A,3.6325
740,B,4.1444
743,C,3.4822
745,D,3.8284
746,D,3.1038
747,A,2.9482
748,D,3.6861
751,B,3.759
754,A,2.9035
756,B,3.5685
761,B,5.1423
766,B,3.5564
772,C,4.4501
773,A,3.6218
779,C,5.0173
781,A,5.2526
782,C,3.2496
783,A,3.4544
784,B,2.7562
786,C,4.2452
787,A,3.0687
788,A,3.0613
789,A,3.5867
790,A,3.469
791,D,4.4732
793,B,4.3275
794,B,3.769
795,B,3.1626
796,C,3.0019
798,D,3.6528
800,C,3.7129
801,D,3.519
802,D,4.3896
803,A,3.5137
804,D,3.7792
808,D,5.1677
809,C,3.7821
810,D,2.6904
814,C,4.6382
819,A,4.838
820,C,3.4194
823,A,3.9692
824,C,2.7963
826,B,3.3753
834,D,3.0342
835,A,3.2054
837,B,7.2746
838,C,3.1916
839,A,3.3414
840,D,3.0579
841,C,5.6901
844,B,3.5205
845,C,2.8406
847,D,4.2568
848,C,2.9608
851,B,3.1003
852,B,3.4201
855,A,2.963
856,C,3.9864
857,C,3.1718
858,C,3.4146
859,D,3.2649
860,C,3.3253
862,B,11.1646
863,B,2.8997
864,B,3.8364
867,D,4.8173
873,A,3.2154
874,C,3.7336
877,C,3.772
883,C,3.9709
884,B,5.6813
885,B,4.5285
886,D,3.5448
887,D,4.9566
889,A,3.8542
893,A,3.9167
895,B,15.4812
898,D,5.4743
899,A,3.7554
901,A,3.3549
902,C,2.8063
907,A,3.1808
908,A,3.428
912,C,2.8161
914,B,2.7268
915,D,4.7581
916,A,3.3434
920,A,3.1371
921,D,3.3925
923,C,5.6013
926,A,2.6938
927,A,4.3064
929,B,3.1903
930,C,3.5091
931,B,3.9137
932,D,3.8533
933,C,4.2451
934,C,3.4259
936,C,2.9937
937,A,3.37
938,A,5.0791
939,A,3.1793
941,D,3.8719
944,C,4.0722
945,D,3.1742
947,C,4.092
949,A,3.0479
950,A,3.2884
952,D,3.2614
954,A,3.0121
956,A,4.6059
957,B,3.4342
958,B,3.4998
959,B,4.8056
962,C,3.8319
964,A,3.4991
966,C,3.0968
969,A,4.1019
971,C,3.9091
973,A,4.6933
974,C,3.1712
976,B,2.9215
978,B,5.6625
980,C,3.3423
984,A,3.4813
985,B,2.927
986,A,3.2003
987,B,3.7909
988,A,5.278
990,B,3.7646
993,C,6.6718
994,A,2.9412
995,D,3.0912
998,B,3.7736
999,B,4.7831
1001,A,3.7164
1005,A,3.6807
1008,B,4.1862
1010,B,4.1974
1011,A,4.4069
1012,B,2.7057
1015,B,3.933
1016,C,4.5382
1017,C,4.4884
1018,C,3.8581
1019,C,4.0793
1022,A,3.9937
1025,A,4.4529
1026,C,4.3949
1027,C,3.0852
1029,C,4.7254
1031,B,4.4661
1033,A,3.1901
1036,B,4.6686
1038,A,2.9717
1043,A,4.4611
1045,B,2.7261
1046,B,4.063
1047,A,3.6001
1049,D,5.3109
1050,A,3.6615
1052,D,3.0276
1053,C,3.4193
1055,A,5.4181
1057,D,3.3606
1058,C,3.3435
1062,B,3.5376
1067,B,3.9382
1068,B,3.2095
1069,A,2.8375
1073,B,4.6219
1075,A,4.1145
1076,A,3.2757
1081,C,4.0236
1083,B,3.4832
1087,C,2.7511
1090,B,3.6247
1091,D,3.5273
1092,B,5.9562
1093,A,4.5324
1094,A,3.7704
1095,A,3.3929
1097,C,3.4629
1098,C,4.7554
1101,D,2.8598
1102,B,2.908
1109,A,3.3804
1110,D,4.5579
1111,D,3.7153
1113,C,3.5374
1114,A,2.3734
1116,D,3.4842
1117,D,4.3422
1118,D,3.2872
1120,A,3.0088
1121,A,3.0849
1122,B,3.2333
1124,C,4.2647
1129,B,2.6782
1130,B,3.3029
1135,B,3.0126
1136,C,3.5413
1138,D,4.8645
1142,B,3.2068
1144,C,3.5218
1145,D,3.6451
1147,D,3.0656
1148,C,4.5124
1150,A,2.7081
1151,A,3.0643
1153,C,4.1422
1154,A,2.908
1156,D,3.6442
1158,B,4.747
1159,D,3.6557
1160,B,2.9425
1162,B,3.4377
1163,C,3.2374
1165,C,3.3819
1166,D,4.1372
1167,D,3.9359
1168,B,14.2231
1169,C,3.8983
1170,D,3.0159
1171,D,5.1177
1174,D,6.0032
1175,B,4.5696
1179,D,3.6747
1181,B,4.8454
1182,C,5.0959
1183,A,3.5104
1185,B,14.5576
1186,A,2.8286
1190,A,6.2412
1192,C,3.3609
1196,B,3.0071
1202,A,3.7231
1205,B,2.7924
1206,D,2.8601
1209,C,3.1368
1211,D,2.7713
1212,A,4.2808
1213,A,3.0966
1215,A,5.9902
1217,B,4.4124
1218,C,3.7971
1220,D,3.4872
1221,A,3.508
1222,C,4.2195
1223,A,7.0932
1225,D,3.0254
1226,D,3.0754
1229,C,3.2112
1230,A,3.9453
1231,B,5.4534
1232,B,2.6702
1233,D,3.3337
1234,C,3.2158
1236,A,3.1166
1237,B,4.9322
1238,B,3.5406
1240,A,2.5437
1245,A,4.1498
1246,D,3.7591
1247,D,4.2576
1249,A,3.0164
1250,A,5.5607
1251,D,4.333
1255,C,2.8307
1258,A,6.313
1260,A,2.9237
1262,C,3.0771
1264,B,3.9406
1265,B,2.8614
1266,A,4.6302
1267,A,4.2664
1268,A,3.2561
1269,B,4.0268
1270,B,3.2467
1271,D,3.3226
1274,B,3.7442
1276,B,6.7356
1280,D,3.1141
1281,D,4.1381
1282,A,4.2402
1283,A,3.5747
1285,B,3.9437
1289,A,4.6807
1290,B,4.4789
1295,D,3.241
1298,A,3.5522
1300,C,4.9484
1305,A,2.8512
1306,A,2.968
1307,C,2.9533
1309,B,3.7501
1310,B,4.273
1312,A,4.3969
1314,D,3.1333
1315,D,4.2916
1319,C,3.9306
1323,C,3.5548
1325,D,3.156
1326,D,3.9368
1327,D,4.9775
1328,C,3.0572
1331,A,3.8066
1333,B,3.4616
1335,C,3.9498
1338,A,3.7283
1341,C,3.1871
1343,D,3.162
1348,B,3.4581
1353,D,3.4527
1355,B,4.6089
1357,C,2.9733
1359,D,3.4418
1360,A,3.7232
1361,B,3.1702
1363,C,3.0077
1364,A,3.5038
1366,D,3.8719
1367,A,2.9363
1368,D,4.4703
1369,A,3.3452
1374,B,5.3308
1376,D,2.8179
1378,C,4.2859
1379,A,3.3887
1382,A,3.0291
1383,B,3.7924
1384,D,4.542
1386,A,3.1042
1387,B,3.5308
1388,B,4.5159
1391,A,2.8865
1392,A,2.4665
1393,C,3.1614
1396,C,3.9155
1398,B,4.7596
1399,A,2.7321
1401,C,6.3916
1404,A,3.3184
1405,C,3.6921
1407,B,3.2146
1410,D,2.9129
1418,A,3.5105
1419,D,3.2602
1420,A,3.8237
1423,A,3.8309
1424,A,3.875
1425,C,5.2592
1426,A,4.9284
1427,C,3.2636
1428,B,4.3479
1430,C,3.8802
1435,C,5.8246
1437,A,3.0954
1438,A,3.5309
1439,B,4.6197
1442,A,3.0496
1443,D,3.3002
1448,D,3.3281
1455,B,3.2723
1456,A,3.117
1458,A,3.5427
1462,C,3.029
1463,A,5.1449
1464,D,2.7905
1466,A,4.5496
1467,A,3.099
1468,D,3.6174
1469,D,4.1189
1470,B,3.2325
1471,D,2.8546
1473,B,3.4627
1474,D,3.4425
1475,C,2.7449
1477,D,3.7603
1478,C,3.2843
1480,D,3.3379
1481,C,3.0172
1484,C,4.3534
1490,C,3.1778
1492,C,2.8459
1493,A,3.424
1494,C,3.6021
1496,D,2.8577
1497,C,3.2079
1499,D,3.6805
1501,C,3.2854
1503,A,2.828
1504,B,3.2878
1507,A,4.7777
1508,C,3.1549
1513,A,3.8913
1517,B,4.2707
1518,A,4.6601
1520,B,3.3604
1521,B,3.7541
1522,D,4.5054
1523,D,2.8208
1524,A,4.297
1527,C,6.0285
1528,C,3.8401
1536,A,4.6683
1539,D,3.3856
1540,B,3.0783
1541,A,3.8618
1544,D,4.4052
1548,A,3.6207
1549,B,3.8639
1553,B,4.4172
1554,D,5.0584
1555,D,3.438
1556,B,3.4024
1557,B,2.9136
1559,D,3.0818
1562,A,2.7246
1563,C,3.2321
1565,B,3.6739
1566,C,2.7515
1567,B,2.9163
1568,D,4.0802
1569,A,3.8138
1570,A,4.3101
1572,C,4.9921
1574,A,3.6839
1575,C,4.4034
1576,B,4.0587
1577,C,2.6793
1578,B,4.2487
1580,C,2.6896
1584,A,3.4637
1585,A,3.0746
1587,C,4.4145
1588,B,4.4197
1598,C,3.7844
1600,D,5.6101
1602,D,4.5127
1609,C,3.8504
1613,C,2.8377
1614,A,2.9261
1615,A,3.4468
1617,A,2.8853
1618,A,2.9037
1619,C,3.1968
1622,D,3.7049
1623,D,3.279
1624,C,3.5407
1626,B,5.3669
1628,D,3.1575
1629,B,4.0362
1634,A,3.7224
1636,C,3.1974
1640,D,2.9088
1642,A,2.8183
1646,B,2.8315
1647,D,4.0123
1648,D,2.9747
1649,C,3.1477
1650,B,3.1403
1651,D,2.7635
1652,B,4.5095
1653,A,3.8385
1654,D,3.4382
1655,D,4.1452
1659,D,3.747
1660,A,3.1821
1661,A,5.2116
1662,C,3.9965
1663,B,4.9962
1664,A,3.0812
1665,B,3.4306
1669,C,3.3645
1672,A,3.2957
1673,A,4.9688
1674,A,4.5358
1676,C,3.1292
1677,A,6.8118
1678,C,4.4977
1680,B,3.4818
1684,A,3.2499
1688,D,4.65
1689,A,3.6808
1692,A,3.3556
1694,A,3.0355
1698,C,5.0031
1699,A,3.1379
1700,A,2.8625
1701,C,3.838
1703,C,3.3157
1708,A,4.9166
1713,D,3.3522
1715,A,2.9768
1716,B,3.6502
1717,B,3.2067
1720,A,3.9855
1725,B,4.0202
1728,A,3.4911
1729,C,3.3526
1731,A,2.914
1732,D,3.7782
1734,D,2.9229
1738,B,3.1023
1741,B,3.1691
1744,A,3.8378
1745,C,5.4028
1749,C,3.4276
1752,A,4.6784
1754,D,3.9352
1755,A,2.5807
1757,D,3.5342
1758,D,3.1077
1759,A,4.3283
1761,A,4.1444
1762,A,3.4757
1763,D,3.6297
1764,C,3.3854
1765,A,4.6955
1767,B,4.0993
1768,B,5.3126
1769,C,2.821
1770,A,2.699
